"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"PUBLIC INTEREST PAC","C00582247",NULL,455000,"SMALL","< $1,000,000",NULL
"THE FUTURE WE NEED","C00759159",NULL,450416,"SMALL","< $1,000,000",NULL
"ULTRAVIOLET PAC","C00629477",NULL,450000,"SMALL","< $1,000,000",NULL
"JUSTICE ACTION NETWORK PAC","C00826719",NULL,450000,"SMALL","< $1,000,000",NULL
"GRAND STRAND PEE DEE PAC","C00769893",NULL,449692,"SMALL","< $1,000,000",NULL
"NAPOLEON PAC","C00627836",NULL,449260,"SMALL","< $1,000,000",NULL
"CHANGE FOR ARIZONA 2024 PAC","C00782508",NULL,448122,"SMALL","< $1,000,000",NULL
"GO AMERICA PAC","C00548214",NULL,445859,"SMALL","< $1,000,000",NULL
"LATINO VOTE FOR AMERICA PAC","C00742130",NULL,443000,"SMALL","< $1,000,000",NULL
"ORANGE COUNTY PAC","C00754192",NULL,442825,"SMALL","< $1,000,000",NULL
"GIVEGREEN UNITED ACTION","C00802389",NULL,441632,"SMALL","< $1,000,000",NULL
"OHIO FAMILIES UNITED","C00521880",NULL,440000,"SMALL","< $1,000,000",NULL
"BOLD FUTURE PAC","C00625970",NULL,440000,"SMALL","< $1,000,000",NULL
"INDEPENDENT SOURCE PAC","C00497727",NULL,440000,"SMALL","< $1,000,000",NULL
"CAREER EDUCATION PAC","C00763870",NULL,440000,"SMALL","< $1,000,000",NULL
"FROM PA FOR PA","C00802942",NULL,440000,"SMALL","< $1,000,000",NULL
"7GEN LEADERS","C00670265",NULL,440000,"SMALL","< $1,000,000",NULL
"WORKING MICHIGAN (SUPERPAC)","C00627240",NULL,439193,"SMALL","< $1,000,000",NULL
"LEAD THE WAY PAC","C00782144",NULL,436000,"SMALL","< $1,000,000",NULL
"JEWS FOR PROGRESS","C00620922",NULL,435500,"SMALL","< $1,000,000",NULL
"OREGON RIGHT TO LIFE VICTORY PAC","C00592303",NULL,434889,"SMALL","< $1,000,000",NULL
"GUN RIGHTS AMERICA","C00742635",NULL,434290,"SMALL","< $1,000,000",NULL
"DEFEND LOUISIANA PAC","C00616128",NULL,434000,"SMALL","< $1,000,000",NULL
"LIBERTY FOR US SUPER PAC","C00676429",NULL,430200,"SMALL","< $1,000,000",NULL
"PEOPLE*S MAJORITY","C00486878",NULL,430000,"SMALL","< $1,000,000",NULL
"NCLR ACTION PAC","C00626390",NULL,427814,"SMALL","< $1,000,000",NULL
"PEOPLE*S ACTION MOVEMENT","C00567479",NULL,427293,"SMALL","< $1,000,000",NULL
"FREEDOM PIONEERS ACTION NETWORK","C00517433",NULL,427000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR CHANGE PAC","C00750695",NULL,426500,"SMALL","< $1,000,000",NULL
"COMMON SENSE LEADERSHIP FOR AMERICA","C00615930",NULL,426000,"SMALL","< $1,000,000",NULL
"OHIOANS FOR A HEALTHY ECONOMY ACTION FUND","C00683243",NULL,425533,"SMALL","< $1,000,000",NULL
"SPACE PAC","C00560771",NULL,425000,"SMALL","< $1,000,000",NULL
"STRONG LEADERSHIP FOR AMERICA","C00615948",NULL,425000,"SMALL","< $1,000,000",NULL
"LOVE FOR LOUISIANA POLITICAL ACTION COMMITTEE","C00615120",NULL,422500,"SMALL","< $1,000,000",NULL
"PROTECTING OHIO ACTION FUND","C00718668",NULL,421781,"SMALL","< $1,000,000",NULL
"THE DEMOCRATIC ACTION PAC","C00764977",NULL,420000,"SMALL","< $1,000,000",NULL
"UNITED WE DREAM ACTION PAC","C00754671",NULL,420000,"SMALL","< $1,000,000",NULL
"PROTECT OUR SCHOOLS FUND","C00530667",NULL,419866,"SMALL","< $1,000,000",NULL
"CONNECTICUT*S FUTURE PAC INC","C00524751",NULL,416500,"SMALL","< $1,000,000",NULL
"ADVANCING FREEDOM ACTION NETWORK","C00526061",NULL,415000,"SMALL","< $1,000,000",NULL
"RESTORING PROSPERITY FUND","C00498261",NULL,415000,"SMALL","< $1,000,000",NULL
"GOLDEN STATE LEADERSHIP FUND PAC","C00628008",NULL,413000,"SMALL","< $1,000,000",NULL
"AMERICAN VALOR PAC","C00757179",NULL,411000,"SMALL","< $1,000,000",NULL
"REPUBLICAN LEADERSHIP FOR OREGON","C00737361",NULL,410000,"SMALL","< $1,000,000",NULL
"NEW YORK HOTEL TRADES COUNCIL & UNITE HERE LOCAL 6 PAC","C00712539",NULL,410000,"SMALL","< $1,000,000",NULL
"STAND FOR PRINCIPLE PAC","C00570325",NULL,410000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE WARCHEST PAC","C00557595",NULL,405700,"SMALL","< $1,000,000",NULL
"MAKE LOUISIANA PROUD PAC","C00580357",NULL,405000,"SMALL","< $1,000,000",NULL
"PROGRESS FOR WASHINGTON","C00523571",NULL,404928,"SMALL","< $1,000,000",NULL
"FREEDOM FOR ALL PAC","C00611202",NULL,400870,"SMALL","< $1,000,000",NULL
"TURNOUT IE PAC","C00806521",NULL,400000,"SMALL","< $1,000,000",NULL
"KEEP THE PROMISE TO VETERANS","C00608984",NULL,400000,"SMALL","< $1,000,000",NULL
"GALPAC INC","C00500413",NULL,400000,"SMALL","< $1,000,000",NULL
"MAINE FREEDOM","C00527408",NULL,400000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR ALL","C00754705",NULL,400000,"SMALL","< $1,000,000",NULL
"CLA PAC","C00678185",NULL,400000,"SMALL","< $1,000,000",NULL
"OUR CONSERVATIVE TEXAS FUTURE","C00666305",NULL,399600,"SMALL","< $1,000,000",NULL
"KEEP CONSERVATIVES UNITED","C00499525",NULL,398950,"SMALL","< $1,000,000",NULL
"ACCOUNTABILITY WORKS","C00789099",NULL,397232,"SMALL","< $1,000,000",NULL
"COURAGE CALIFORNIA SUPER PAC","C00523498",NULL,395036,"SMALL","< $1,000,000",NULL
"NEW DIRECTIONS FOR AMERICA","C00518555",NULL,395000,"SMALL","< $1,000,000",NULL
"TEXAS PATRIOTS PAC","C00488403",NULL,392932,"SMALL","< $1,000,000",NULL
"EMPOWER CITIZENS NETWORK","C00522821",NULL,387900,"SMALL","< $1,000,000",NULL
"DEFEND TEXAS FUND","C00718593",NULL,386800,"SMALL","< $1,000,000",NULL
"SCHLEP LABS","C00452847",NULL,386000,"SMALL","< $1,000,000",NULL
"ONE COUNTRY FUND","C00746560",NULL,385000,"SMALL","< $1,000,000",NULL
"KENTUCKY MOVING FORWARD","C00624064",NULL,382500,"SMALL","< $1,000,000",NULL
"HISPANIC LEADERSHIP FUND ACTION","C00531616",NULL,380000,"SMALL","< $1,000,000",NULL
"ECONOMIC INNOVATION ACTION FUND","C00502880",NULL,380000,"SMALL","< $1,000,000",NULL
"REACH TO ACHIEVE","C00637348",NULL,373600,"SMALL","< $1,000,000",NULL
"RIGHTON TIME","C00745554",NULL,370000,"SMALL","< $1,000,000",NULL
"RED SENATE","C00747121",NULL,369700,"SMALL","< $1,000,000",NULL
"FIRST FOR AMERICA","C00681478",NULL,368109,"SMALL","< $1,000,000",NULL
"REFORM WISCONSIN FUND","C00626150",NULL,367500,"SMALL","< $1,000,000",NULL
"MAINE PEOPLE","C00752147",NULL,367300,"SMALL","< $1,000,000",NULL
"CTC ACTION","C00661264",NULL,366500,"SMALL","< $1,000,000",NULL
"MADE IN AMERICA PAC, INC.","C00737171",NULL,365000,"SMALL","< $1,000,000",NULL
"OHIO VOTER FUND POLITICAL ACTION COMMITTEE","C00621995",NULL,365000,"SMALL","< $1,000,000",NULL
"NORTHWEST OHIO FREEDOM FUND PAC","C00786517",NULL,365000,"SMALL","< $1,000,000",NULL
"BRIGHT FUTURE RI","C00822072",NULL,365000,"SMALL","< $1,000,000",NULL
"PROTECT THE HARVEST POLITICAL ACTION COMMITTEE","C00563825",NULL,363000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR A BETTER TOMORROW SPONSORED BY LOS ANGELES COUNTY FEDERATION OF LABOR","C00686592",NULL,361660,"SMALL","< $1,000,000",NULL
"WESTERN CONSERVATIVES","C00819862",NULL,360000,"SMALL","< $1,000,000",NULL
"DEFENDERS OF WILDLIFE ACTION COMMITTEE","C00523019",NULL,360000,"SMALL","< $1,000,000",NULL
"LIBERTY 2.0","C00572917",NULL,360000,"SMALL","< $1,000,000",NULL
"TRUE MICHIGAN PAC","C00803957",NULL,359295,"SMALL","< $1,000,000",NULL
"AMERICANS 4 SECURITY PAC","C00733352",NULL,356030,"SMALL","< $1,000,000",NULL
"COMMUNITY ACTION NOW","C00575829",NULL,356000,"SMALL","< $1,000,000",NULL
"MAKING CONGRESS GREAT AGAIN","C00727602",NULL,355532,"SMALL","< $1,000,000",NULL
"STOP SOCIALISM IN OC","C00802009",NULL,355000,"SMALL","< $1,000,000",NULL
"NATIONAL REPUBLICAN VICTORY FUND PAC","C00530212",NULL,351000,"SMALL","< $1,000,000",NULL
"STOP THE INSANITY!!!","C00824060",NULL,350000,"SMALL","< $1,000,000",NULL
"CARRY THE TORCH","C00766527",NULL,350000,"SMALL","< $1,000,000",NULL
"AMERICAN SUNRISE","C00509455",NULL,350000,"SMALL","< $1,000,000",NULL
"FAIR AND BALANCED PAC","C00389858",NULL,350000,"SMALL","< $1,000,000",NULL
"ELECT LIBERTY PAC","C00684472",NULL,350000,"SMALL","< $1,000,000",NULL
"RALLYPAC","C00626432",NULL,350000,"SMALL","< $1,000,000",NULL
"UNITY CONVENTION 2012","C00520817",NULL,347500,"SMALL","< $1,000,000",NULL
"KEEP PA GREAT","C00741322",NULL,345000,"SMALL","< $1,000,000",NULL
"AMERICAN FREEDOM FUND","C00736744",NULL,345000,"SMALL","< $1,000,000",NULL
"PEOPLE OVER POLITICS","C00679639",NULL,345000,"SMALL","< $1,000,000",NULL
"SAVING FLORIDA*S FUTURE","C00494419",NULL,345000,"SMALL","< $1,000,000",NULL
"WORKING AGAIN PAC","C00580324",NULL,340000,"SMALL","< $1,000,000",NULL
"PROVEN CONSERVATIVE PAC","C00653998",NULL,340000,"SMALL","< $1,000,000",NULL
"WINMO PAC","C00797654",NULL,340000,"SMALL","< $1,000,000",NULL
"TRUSTED CONSERVATIVES","C00736157",NULL,339956,"SMALL","< $1,000,000",NULL
"MOVE MARYLAND FORWARD","C00622431",NULL,336440,"SMALL","< $1,000,000",NULL
"IOWANS FOR INTEGRITY IN LEADERSHIP","C00526004",NULL,336000,"SMALL","< $1,000,000",NULL
"MIDDLE CLASS VALUES PAC","C00594507",NULL,335000,"SMALL","< $1,000,000",NULL
"MADISON ACTION FUND; THE","C00524520",NULL,332000,"SMALL","< $1,000,000",NULL
"FORWARD USA FEDERAL POLITICAL ACTION COMMITTEE","C00783969",NULL,330370,"SMALL","< $1,000,000",NULL
"BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE","C00487827",NULL,329815,"SMALL","< $1,000,000",NULL
"BRING OHIO BACK","C00775627",NULL,326000,"SMALL","< $1,000,000",NULL
"ADVANCE LIBERTY PAC","C00802207",NULL,325000,"SMALL","< $1,000,000",NULL
"MIDDLE CLASS PAC","C00674218",NULL,325000,"SMALL","< $1,000,000",NULL
"COMMON SENSE FOR OUR COMMONWEALTH INCORPORATED","C00622597",NULL,325000,"SMALL","< $1,000,000",NULL
"SILVER STATE PAC, INC.","C00619965",NULL,325000,"SMALL","< $1,000,000",NULL
"LIBERTY PAC; THE","C00745315",NULL,325000,"SMALL","< $1,000,000",NULL
"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA","C00488502",NULL,322883,"SMALL","< $1,000,000",NULL
"LEADERSHIP FOR INDIANA PAC","C00808196",NULL,322716,"SMALL","< $1,000,000",NULL
"AMERICAN FOCUS PAC","C00771642",NULL,322510,"SMALL","< $1,000,000",NULL
"AMERICA UNITED PAC","C00700104",NULL,320000,"SMALL","< $1,000,000",NULL
"SWAMP DRAINERS FOUNDATION","C00648717",NULL,319864,"SMALL","< $1,000,000",NULL
"SEAL PAC USA","C00722025",NULL,317095,"SMALL","< $1,000,000",NULL
"LIBERTY4FLORIDA","C00555904",NULL,316500,"SMALL","< $1,000,000",NULL
"CIVIC","C00681015",NULL,316000,"SMALL","< $1,000,000",NULL
"COMMON GOOD FUND","C00807925",NULL,315000,"SMALL","< $1,000,000",NULL
"2010 LEADERSHIP COUNCIL","C00490003",NULL,314500,"SMALL","< $1,000,000",NULL
"DEMOCRATIC ADVANCEMENT PAC","C00381517",NULL,312548,"SMALL","< $1,000,000",NULL
"CONSTITUTIONAL CONSERVATIVES","C00620120",NULL,311000,"SMALL","< $1,000,000",NULL
"DEMOCRACY PROTECTION PAC","C00815779",NULL,310000,"SMALL","< $1,000,000",NULL
"IT*S NOW OR NEVER INC","C00519785",NULL,309900,"SMALL","< $1,000,000",NULL
"TRUST THE PEOPLE","C00768572",NULL,307871,"SMALL","< $1,000,000",NULL
"RURAL FREEDOM NETWORK","C00647966",NULL,307570,"SMALL","< $1,000,000",NULL
"E PLURIBUS PAC","C00756973",NULL,305814,"SMALL","< $1,000,000",NULL
"AG TOGETHER PAC","C00742783",NULL,305631,"SMALL","< $1,000,000",NULL
"FIGHT FOR EARTH VICTORY FUND","C00743187",NULL,305000,"SMALL","< $1,000,000",NULL
"AMERICAN DREAMS PAC","C00761213",NULL,301600,"SMALL","< $1,000,000",NULL
"FOR COLORADO*S FUTURE","C00815506",NULL,301000,"SMALL","< $1,000,000",NULL
"RURALVOTE.ORG","C00754754",NULL,300000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR AMERICAN SOVEREIGNTY","C00614370",NULL,300000,"SMALL","< $1,000,000",NULL
"PARTNERSHIP FOR AN OPIOD-FREE APPALACHIA","C00687897",NULL,300000,"SMALL","< $1,000,000",NULL
"OPPORTUNITY FOR TOMORROW","C00811653",NULL,300000,"SMALL","< $1,000,000",NULL
"LIUNA MINNESOTA & NORTH DAKOTA/LABORERS* DISTRICT COUNCIL OF MINNESOTA & NORTH DAKOTA","C00684332",NULL,300000,"SMALL","< $1,000,000",NULL
"OUR VALUES POLITICAL ACTION COMMITTEE","C00675207",NULL,300000,"SMALL","< $1,000,000",NULL
"OKLAHOMANS FOR LAW AND ORDER","C00786111",NULL,300000,"SMALL","< $1,000,000",NULL
"NEVER MEANS NEVER PAC","C00610907",NULL,300000,"SMALL","< $1,000,000",NULL
"FRIENDS OF CALIFORNIAS FUTURE COMMITTEE","C00808626",NULL,297223,"SMALL","< $1,000,000",NULL
"VISIONARY LEADERS FUND","C00567313",NULL,297100,"SMALL","< $1,000,000",NULL
"SALVEMOS A PUERTO RICO","C00746594",NULL,296855,"SMALL","< $1,000,000",NULL
"FRONTIERS OF FREEDOM ACTION, INC.","C00826776",NULL,296000,"SMALL","< $1,000,000",NULL
"VOTE VALUES","C00742775",NULL,295250,"SMALL","< $1,000,000",NULL
"INTEGRIDAD Y EXPERIENCIA PARA EL CAMBIO","C00624577",NULL,295100,"SMALL","< $1,000,000",NULL
"KANSANS FOR RESPONSIBLE GOVERNMENT","C00563296",NULL,295100,"SMALL","< $1,000,000",NULL
"REVITALIZING OUR AMERICAN DREAMS PAC","C00762633",NULL,295000,"SMALL","< $1,000,000",NULL
"GOD, GUNS, LIFE PAC","C00743989",NULL,295000,"SMALL","< $1,000,000",NULL
"PROTECTING OUR CONSERVATIVE VALUES PAC","C00772491",NULL,294100,"SMALL","< $1,000,000",NULL
"TEXANS FOR TEXAS","C00641571",NULL,292719,"SMALL","< $1,000,000",NULL
"IMMIGRATION911,  LLC","C00495259",NULL,292301,"SMALL","< $1,000,000",NULL
"COMMITTEE TO PROTECT HEALTH CARE PAC","C00736637",NULL,290050,"SMALL","< $1,000,000",NULL
"CONSERVATIVE UTAH","C00650416",NULL,290000,"SMALL","< $1,000,000",NULL
"CLEVELAND FORWARD PAC","C00657197",NULL,290000,"SMALL","< $1,000,000",NULL
"DEFENDING RURAL ARIZONA PAC","C00635680",NULL,288000,"SMALL","< $1,000,000",NULL
"SOUTH FORWARD IE PAC","C00540591",NULL,287900,"SMALL","< $1,000,000",NULL
"STRONG ECONOMY FOR MASSACHUSETTS INC","C00526418",NULL,285000,"SMALL","< $1,000,000",NULL
"AMERICAN JOBS PAC","C00513036",NULL,285000,"SMALL","< $1,000,000",NULL
"FLORIDA IS NOT FOR SALE","C00486688",NULL,285000,"SMALL","< $1,000,000",NULL
"FIGHTING FOR KANSAS PAC","C00694695",NULL,284058,"SMALL","< $1,000,000",NULL
"VFA PAC","C00540724",NULL,281835,"SMALL","< $1,000,000",NULL
"PROGRESS UNITED PAC","C00616730",NULL,281667,"SMALL","< $1,000,000",NULL
"KEY QUESTIONS, KEY ANSWERS","C00569160",NULL,281173,"SMALL","< $1,000,000",NULL
"PROSPERITY WITH ACCOUNTABILITY","C00622043",NULL,280250,"SMALL","< $1,000,000",NULL
"STAND FOR FREEDOM PAC","C00810051",NULL,280000,"SMALL","< $1,000,000",NULL
"COMMON SENSE NEW MEXICO","C00748830",NULL,280000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR CLEVELAND*S FUTURE","C00790899",NULL,278000,"SMALL","< $1,000,000",NULL
"DEFEND OUR HOMES","C00525204",NULL,276000,"SMALL","< $1,000,000",NULL
"IMMIGRANT POWER PAC","C00750786",NULL,275000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE OUTSIDERS PAC","C00718130",NULL,275000,"SMALL","< $1,000,000",NULL
"COMMON SENSE NEW YORKERS INC.","C00827923",NULL,275000,"SMALL","< $1,000,000",NULL
"JERSEY REAL","C00739565",NULL,275000,"SMALL","< $1,000,000",NULL
"COLORADO UNITED PAC","C00826412",NULL,275000,"SMALL","< $1,000,000",NULL
"BIG SKY VOTERS PAC","C00744839",NULL,275000,"SMALL","< $1,000,000",NULL
"LIBERTY T","C00622910",NULL,272700,"SMALL","< $1,000,000",NULL
"EXPERIENCED LEADERSHIP MATTERS PAC","C00746792",NULL,272500,"SMALL","< $1,000,000",NULL
"A BETTER GEORGIA PAC","C00679746",NULL,272500,"SMALL","< $1,000,000",NULL
"KEYSTONE COURAGE","C00667311",NULL,271728,"SMALL","< $1,000,000",NULL
"DIRECT SELLING EMPOWERS AMERICANS","C00564997",NULL,270250,"SMALL","< $1,000,000",NULL
"OPPORTUNITY ALLIANCE PAC","C00563387",NULL,270000,"SMALL","< $1,000,000",NULL
"RAISING RED ACTION FUND","C00493643",NULL,270000,"SMALL","< $1,000,000",NULL
"BITCOIN FREEDOM PAC","C00822775",NULL,270000,"SMALL","< $1,000,000",NULL
"RESOLUTE PAC INC.","C00784033",NULL,270000,"SMALL","< $1,000,000",NULL
"HONOR AND PRINCIPLES PAC","C00674291",NULL,270000,"SMALL","< $1,000,000",NULL
"VOTERS FOR WEST VIRGINIA VALUES","C00811620",NULL,270000,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR OPPORTUNITY","C00621391",NULL,270000,"SMALL","< $1,000,000",NULL
"STAND WITH AMERICA","C00520981",NULL,269994,"SMALL","< $1,000,000",NULL
"MICHIGAN PEOPLES CHOICE","C00733915",NULL,268000,"SMALL","< $1,000,000",NULL
"FREEDOM CONFERENCE PAC","C00786012",NULL,266500,"SMALL","< $1,000,000",NULL
"HIGHER HEIGHTS POLITICAL FUND","C00688200",NULL,265000,"SMALL","< $1,000,000",NULL
"REPUBLICANS FOR IMMIGRATION REFORM","C00536581",NULL,265000,"SMALL","< $1,000,000",NULL
"COMMONWEALTH CONSERVATIVE FUND","C00771881",NULL,265000,"SMALL","< $1,000,000",NULL
"THE REAL CONSERVATIVES NATIONAL COMMITTEE","C00542811",NULL,265000,"SMALL","< $1,000,000",NULL
"PROTECTING OUR VALUES","C00760538",NULL,265000,"SMALL","< $1,000,000",NULL
"TENTH AMENDMENT ACTION PROJECT","C00670513",NULL,265000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR PA","C00674382",NULL,265000,"SMALL","< $1,000,000",NULL
"PA COMMON SENSE","C00623595",NULL,264040,"SMALL","< $1,000,000",NULL
"THE NINETY NINE PERCENT","C00543140",NULL,263100,"SMALL","< $1,000,000",NULL
"MOVING BROWARD FORWARD PAC","C00814244",NULL,263000,"SMALL","< $1,000,000",NULL
"RECLAIM KANSAS INC","C00580217",NULL,262762,"SMALL","< $1,000,000",NULL
"IT*S THE COURT STUPID","C00618850",NULL,262500,"SMALL","< $1,000,000",NULL
"STOP HIM NOW","C00797829",NULL,260000,"SMALL","< $1,000,000",NULL
"PROGRESS FOR THE PEOPLE","C00774679",NULL,260000,"SMALL","< $1,000,000",NULL
"RESET DC","C00798363",NULL,260000,"SMALL","< $1,000,000",NULL
"LONG ISLANDERS FOR TRUTH INC","C00624312",NULL,260000,"SMALL","< $1,000,000",NULL
"HOUSE LIBERTY PROJECT","C00620369",NULL,260000,"SMALL","< $1,000,000",NULL
"THE VOTER ACCOUNTABILITY PROJECT","C00759316",NULL,260000,"SMALL","< $1,000,000",NULL
"ALLOY FUTURE","C00736090",NULL,257370,"SMALL","< $1,000,000",NULL
"GEORGIA ONE PAC","C00567032",NULL,255000,"SMALL","< $1,000,000",NULL
"HOOSIERS FOR JOBS","C00513044",NULL,255000,"SMALL","< $1,000,000",NULL
"SUNSHINEPAC","C00641530",NULL,255000,"SMALL","< $1,000,000",NULL
"CHRISTINEPAC","C00492215",NULL,254988,"SMALL","< $1,000,000",NULL
"THE PEOPLE*S CAMPAIGN","C00624890",NULL,254500,"SMALL","< $1,000,000",NULL
"FLORIDA DEMOCRATIC ACTION PAC","C00787499",NULL,254000,"SMALL","< $1,000,000",NULL
"FLORIDA CONSERVATIVES UNITED","C00565747",NULL,252219,"SMALL","< $1,000,000",NULL
"PROTECT AND DEFEND AMERICA","C00807198",NULL,250000,"SMALL","< $1,000,000",NULL
"PEOPLE FOR GOOD SENSE","C00821355",NULL,250000,"SMALL","< $1,000,000",NULL
"RED WAVE ACTION PAC","C00808592",NULL,250000,"SMALL","< $1,000,000",NULL
"REAL LEADER PAC","C00508150",NULL,250000,"SMALL","< $1,000,000",NULL
"PROTECT WEST VIRGINIA VALUES","C00826073",NULL,250000,"SMALL","< $1,000,000",NULL
"BUILDING A BETTER OHIO","C00776450",NULL,250000,"SMALL","< $1,000,000",NULL
"UNITING AMERICA PAC INC.","C00811448",NULL,250000,"SMALL","< $1,000,000",NULL
"FREEDOM AND LIBERTY PAC","C00794644",NULL,250000,"SMALL","< $1,000,000",NULL
"PROTECT AND SERVE PAC","C00716704",NULL,250000,"SMALL","< $1,000,000",NULL
"FOOD AND WATER ACTION PAC","C00801910",NULL,250000,"SMALL","< $1,000,000",NULL
"STRONG AMERICA NOW SUPER PAC","C00505081",NULL,249434,"SMALL","< $1,000,000",NULL
"PENNSYLVANIA PATRIOTS PAC","C00797480",NULL,247697,"SMALL","< $1,000,000",NULL
"MOUNTAIN CITY PAC","C00665521",NULL,247500,"SMALL","< $1,000,000",NULL
"PACOH.IO","C00615377",NULL,247000,"SMALL","< $1,000,000",NULL
"RESTORE OUR GODLY HERITAGE PAC","C00646778",NULL,245500,"SMALL","< $1,000,000",NULL
"FIGHT TO WIN AMERICA, INC.","C00813089",NULL,245000,"SMALL","< $1,000,000",NULL
"HEALTHCARE FREEDOM SUPER PAC","C00798009",NULL,245000,"SMALL","< $1,000,000",NULL
"INSURING AMERICA*S FUTURE","C00674176",NULL,244000,"SMALL","< $1,000,000",NULL
"BIENVENIDO ACTION PAC","C00814509",NULL,243260,"SMALL","< $1,000,000",NULL
"USA PAC","C00523910",NULL,241000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE OUTSIDER PAC","C00614560",NULL,240000,"SMALL","< $1,000,000",NULL
"DEFEND RURAL ARIZONA PAC","C00593137",NULL,237511,"SMALL","< $1,000,000",NULL
"ENGAGE AMERICA ACTION","C00567651",NULL,236298,"SMALL","< $1,000,000",NULL
"ELEVATE OHIO","C00683037",NULL,236000,"SMALL","< $1,000,000",NULL
"ENGAGE NEVADA ACTION","C00550541",NULL,235000,"SMALL","< $1,000,000",NULL
"LONE STAR FORWARD","C00735829",NULL,235000,"SMALL","< $1,000,000",NULL
"MONTANA WILDLIFE ACTION FUND","C00759175",NULL,235000,"SMALL","< $1,000,000",NULL
"STAND WITH TEXAS PAC","C00744557",NULL,235000,"SMALL","< $1,000,000",NULL
"TOGETHER FOR PROGRESS PAC","C00688994",NULL,235000,"SMALL","< $1,000,000",NULL
"CALIFORNIA 2020","C00638031",NULL,230500,"SMALL","< $1,000,000",NULL
"CENTRAL VALLEY INDEPENDENT PAC","C00532382",NULL,230000,"SMALL","< $1,000,000",NULL
"TEXANS FOR FAIRNESS","C00678136",NULL,228000,"SMALL","< $1,000,000",NULL
"PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES* COMMUNITY ACTION FUND PAC","C00687848",NULL,226291,"SMALL","< $1,000,000",NULL
"MICHIGAN FORWARD ACTION","C00751438",NULL,225000,"SMALL","< $1,000,000",NULL
"SANTA RITA SUPERPAC","C00508721",NULL,225000,"SMALL","< $1,000,000",NULL
"THE NEW AMERICAN POPULIST PAC","C00682633",NULL,225000,"SMALL","< $1,000,000",NULL
"COLORADO RISING PAC","C00701060",NULL,225000,"SMALL","< $1,000,000",NULL
"AMERICA REVIVED PAC","C00620641",NULL,223900,"SMALL","< $1,000,000",NULL
"FREEDOM FRONTIER ACTION NETWORK","C00496372",NULL,223776,"SMALL","< $1,000,000",NULL
"RHR PAC","C00824318",NULL,223500,"SMALL","< $1,000,000",NULL
"ILLINOIS VOICES MATTER","C00605725",NULL,222500,"SMALL","< $1,000,000",NULL
"NH FREEDOM FUND, INC.","C00740274",NULL,220000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR A UNITED NEW MEXICO","C00734624",NULL,220000,"SMALL","< $1,000,000",NULL
"DEMOCRATIC MESSAGING PROJECT","C00800995",NULL,219730,"SMALL","< $1,000,000",NULL
"NEW FACES GOP PAC","C00700252",NULL,219398,"SMALL","< $1,000,000",NULL
"RIGHT DIRECTION WOMEN, INC.","C00787515",NULL,219168,"SMALL","< $1,000,000",NULL
"STRONGER FOUNDATIONS, INC.","C00760546",NULL,217500,"SMALL","< $1,000,000",NULL
"ADDITIVE APPROACH","C00789610",NULL,216440,"SMALL","< $1,000,000",NULL
"FOR THE MANY ACTION","C00740415",NULL,215703,"SMALL","< $1,000,000",NULL
"MISSOURI VOICES ACTION FUND","C00789362",NULL,215000,"SMALL","< $1,000,000",NULL
"MAJORITY WV INC.","C00722975",NULL,215000,"SMALL","< $1,000,000",NULL
"NEW OC FUTURE PAC","C00675173",NULL,215000,"SMALL","< $1,000,000",NULL
"RESPONSIBLE LEADERSHIP FOR AMERICA ","C00559153",NULL,215000,"SMALL","< $1,000,000",NULL
"OUR CHILDREN*S FUTURE","C00577296",NULL,215000,"SMALL","< $1,000,000",NULL
"LET*S DO BETTER AMERICA ACTION FUND","C00586685",NULL,215000,"SMALL","< $1,000,000",NULL
"RESTORING AMERICA INC","C00515072",NULL,213334,"SMALL","< $1,000,000",NULL
"AMERICAN POTENTIAL FUND","C00688788",NULL,213000,"SMALL","< $1,000,000",NULL
"ACT 4 GREATER AMERICA CORP.","C00757807",NULL,213000,"SMALL","< $1,000,000",NULL
"UNITE FOR COLORADO ACTION","C00756163",NULL,211000,"SMALL","< $1,000,000",NULL
"ALLIANCE FOR AMERICAN VALUES","C00682369",NULL,210450,"SMALL","< $1,000,000",NULL
"NOT OUR FAITH","C00760728",NULL,210000,"SMALL","< $1,000,000",NULL
"US JOBS COUNCIL","C00560029",NULL,210000,"SMALL","< $1,000,000",NULL
"HUNTER NATION ACTION INC.","C00762815",NULL,210000,"SMALL","< $1,000,000",NULL
